Year,Month,Day,MIROC-ESM
1981,5,19,69.02
1981,5,20,66.78
1981,5,21,64.33
1981,5,22,61.77
1981,5,23,59.48
1981,5,24,56.61
1981,5,25,54.30
1981,5,26,60.26
1981,5,27,57.95
1981,5,28,55.57
1981,5,29,52.29
1981,5,30,49.04
1981,5,31,57.69
1981,6,1,80.67
1981,6,2,89.16
1981,6,3,95.20
1981,6,4,95.20
1981,6,5,95.20
1981,6,6,91.86
1981,6,7,89.18
1981,6,8,86.79
1981,6,9,95.20
1981,6,10,93.27
1981,6,11,95.20
1981,6,12,95.20
1981,6,13,95.20
1981,6,14,93.80
1981,6,15,92.22
1981,6,16,89.61
1981,6,17,86.87
1981,6,18,83.96
1981,6,19,83.61
1981,6,20,83.73
1981,6,21,80.60
1981,6,22,78.47
1981,6,23,75.06
1981,6,24,72.39
1981,6,25,68.78
1981,6,26,66.23
1981,6,27,63.08
1981,6,28,62.72
1981,6,29,62.73
1981,6,30,61.42
1981,7,1,61.01
1981,7,2,58.10
1981,7,3,54.77
1981,7,4,51.30
1981,7,5,47.26
1981,7,6,45.88
1981,7,7,42.93
1981,7,8,39.83
1981,7,9,36.50
1981,7,10,33.52
1981,7,11,30.59
1981,7,12,27.47
1981,7,13,24.55
1981,7,14,21.65
1981,7,15,18.33
1981,7,16,24.28
1981,7,17,22.51
1981,7,18,19.60
1981,7,19,17.15
1981,7,20,14.35
1981,7,21,11.68
1981,7,22,9.87
1981,7,23,8.50
1981,7,24,7.55
1981,7,25,6.34
1981,7,26,5.45
1981,7,27,4.60
1981,7,28,14.64
1981,7,29,31.23
1981,7,30,30.70
1981,7,31,28.71
1981,8,1,26.70
1981,8,2,28.45
1981,8,3,45.53
1981,8,4,42.57
1981,8,5,39.23
1981,8,6,35.66
1981,8,7,33.33
1981,8,8,29.97
1981,8,9,26.86
1981,8,10,24.11
1981,8,11,21.71
1981,8,12,19.17
1981,8,13,16.55
1981,8,14,14.35
1981,8,15,12.53
1981,8,16,10.73
1981,8,17,8.70
1981,8,18,7.00
1981,8,19,5.62
1981,8,20,4.47
1981,8,21,3.62
1981,8,22,3.03
1981,8,23,2.62
1981,8,24,3.72
1981,8,25,9.45
1981,8,26,8.37
1981,8,27,7.38
1981,8,28,7.06
1981,8,29,7.54
1981,8,30,6.55
1981,8,31,5.46
1981,9,1,4.68
1981,9,2,4.08
1981,9,3,3.62
1981,9,4,3.17
1981,9,5,2.76
1981,9,6,7.02
1981,9,7,13.41
1981,9,8,11.99
1981,9,9,10.63
1981,9,10,9.07
1981,9,11,7.57
1981,9,12,6.57
1981,9,13,6.02
1981,9,14,5.64
1981,9,15,5.16
1981,9,16,35.77
1981,9,17,43.10
1981,9,18,41.19
1981,9,19,39.34
1981,9,20,37.52
1981,9,21,35.75
1981,9,22,38.01
1981,9,23,43.28
1981,9,24,42.59
1981,9,25,43.23
1981,9,26,41.40
1981,9,27,39.65
1981,9,28,47.93
1981,9,29,65.94
1981,9,30,64.90
1981,10,1,65.39
1981,10,2,64.66
1981,10,3,63.61
1981,10,4,62.50
1981,10,5,66.04
1981,10,6,70.72
1981,10,7,68.99
1981,10,8,67.62
1981,10,9,66.21
1981,10,10,65.71
1981,10,11,64.10
1981,10,12,61.69
1981,10,13,60.19
1981,10,14,89.19
1981,10,15,95.20
1981,10,16,95.20
1981,10,17,93.79
1981,10,18,95.20
1981,10,19,95.20
1981,10,20,93.95
1981,10,21,93.10
1981,10,22,93.33
1981,10,23,92.16
1981,10,24,90.78
1981,10,25,90.59
1981,10,26,89.81
1981,10,27,89.07
1981,10,28,88.28
1981,10,29,87.07
1981,10,30,86.15
1981,10,31,85.84
1981,11,1,85.16
1981,11,2,84.63
1981,11,3,83.89
1981,11,4,83.09
1981,11,5,87.65
1981,11,6,91.54
1981,11,7,90.77
1981,11,8,89.94
1981,11,9,89.21
1981,11,10,89.02
1981,11,11,88.92
1981,11,12,95.20
1981,11,13,95.20
1981,11,14,95.20
1981,11,15,94.41
1981,11,16,93.47
1981,11,17,95.20
1981,11,18,94.15
1981,11,19,93.45
1981,11,20,95.20
1981,11,21,95.20
1981,11,22,94.53
1981,11,23,93.92
1981,11,24,95.20
1981,11,25,94.64
1981,11,26,95.20
1981,11,27,95.20
1981,11,28,95.20
1981,11,29,95.20
1981,11,30,94.46
1981,12,1,93.86
1981,12,2,93.35
1981,12,3,92.97
1981,12,4,92.64
1981,12,5,92.22
1981,12,6,91.66
1981,12,7,91.14
1981,12,8,90.63
1981,12,9,90.01
1981,12,10,89.51
1981,12,11,89.01
1981,12,12,88.45
1981,12,13,87.95
1981,12,14,87.46
1981,12,15,87.01
1981,12,16,86.70
1981,12,17,86.32
